datetime,log_source,src_ip,resolver_ip,query,type,answer,return_code
2024-06-14 22:07:58.409,dns_logger_1,10.20.30.67,222.22.151.28,redescend.incorruptnessuncrossexaminable.com,A,27.18.107.238,0
2024-06-14 22:07:58.510,dns_logger_1,10.20.30.156,0.131.103.196,detorsion.acerbsharpshod.com,A,197.246.15.55,0
2024-06-14 22:07:58.611,dns_logger_1,10.20.30.16,239.247.24.32,showbird.titterersiphonate.com,A,165.227.164.28,0
2024-06-14 22:07:58.712,dns_logger_1,8fca:23c6:f101:ed8f:7973:48c3:57e:64bc,c275:7655:8bc4:554c:aadd:332a:4d5b:adf9,diewise.vervecinefeel.com,AAAA,fbab:4c7d:3898:2fe4:5ff0:9ae7:3dba:5d6e,0
2024-06-14 22:07:58.813,dns_logger_1,10.20.30.106,181.159.90.195,slut.dramjaquima.com,A,143.184.243.254,0
2024-06-14 22:07:58.914,dns_logger_1,ff5c:a760:8afe:fa83:d5d5:d591:ec82:2f90,f484:8abd:868f:40cf:b7fd:8cce:45a4:7674,garlicky.spadblitz.com,AAAA,7c2b:9079:c751:d65e:f6ef:994c:1350:e2f9,0
2024-06-14 22:07:59.015,dns_logger_1,10.20.30.5,159.46.213.182,scorodite.unspoutedreinvestiture.com,A,41.194.227.52,0
2024-06-14 22:07:59.115,dns_logger_1,10.20.30.64,85.63.206.74,wiresmith.sternebralcompound.com,A,237.124.185.194,0
2024-06-14 22:07:59.216,dns_logger_1,10.20.30.125,64.201.2.86,revisership.insolvencestumbling.com,A,152.72.78.71,0
2024-06-14 22:07:59.317,dns_logger_1,10.20.30.57,173.51.37.167,sanctified.wildermentdewclaw.com,A,107.207.178.167,0
2024-06-14 22:07:59.418,dns_logger_1,8852:4f1a:2ab1:2f4b:3435:3b5:1438:a323,1d84:95db:e56f:4f13:46f9:9d82:9eac:489b,efflate.unbootedcubic.com,AAAA,d2aa:e530:27d8:d188:e4a8:a9f3:9083:f0b,0
2024-06-14 22:07:59.519,dns_logger_1,dd7f:1a6a:90c7:15:c5ac:b3c9:31a0:3bb7,9d87:ec65:c3e2:8f3a:286f:72cd:adf1:c1f,unspeedy.transuraniumpedunculated.com,AAAA,7aef:e98a:c255:f623:608f:852c:de33:2e2c,0
2024-06-14 22:07:59.620,dns_logger_1,10.20.30.218,2.84.42.221,salutarily.egotistbalinger.com,A,242.187.43.186,0
2024-06-14 22:07:59.721,dns_logger_1,10.20.30.134,245.180.131.1,ecologic.risoriusdiscuss.com,A,155.23.151.82,0
2024-06-14 22:07:59.821,dns_logger_1,dc70:47d0:f4c:f980:5daf:a062:1539:788d,b11:8215:19cf:5445:675f:7d08:5611:896e,leptocephalus.salsolaceaepseudoataxia.com,AAAA,8457:e1d5:16d9:6bc8:3547:fefd:a755:deb4,0
2024-06-14 22:07:59.922,dns_logger_1,e586:4b3b:73ee:4494:a5d7:8aee:b68f:a550,1da3:ac30:9415:54d6:e59:5b44:cbb7:ac4b,butine.aftertaskuntheorizable.com,AAAA,a9f6:afb0:7997:a3d8:ae62:828a:f65c:d3b9,0
2024-06-14 22:08:00.023,dns_logger_1,10.20.30.212,58.127.117.157,acari.fibropolypuscoagulant.com,A,152.189.153.247,0
2024-06-14 22:08:00.123,dns_logger_1,10.20.30.60,249.252.168.180,asmear.tropicalmanganate.com,A,189.201.68.136,0
2024-06-14 22:08:00.224,dns_logger_1,10.20.30.173,234.249.157.178,raggery.semihotmintmaker.com,A,252.219.143.67,0
2024-06-14 22:08:00.325,dns_logger_1,10.20.30.101,73.30.235.108,uncomposed.enteralunprostitute.com,A,71.131.20.208,0
2024-06-14 22:08:00.426,dns_logger_1,8ab1:cfaf:2279:3322:93d0:15ea:1e5d:1d14,c8c:3fe0:62eb:5d81:b180:c086:caa3:20dd,earthling.broilingoctodont.com,AAAA,fcab:eda9:dda8:4f37:89fc:192c:5e20:a6ea,0
2024-06-14 22:08:00.526,dns_logger_1,10.20.30.7,177.33.24.111,cynomorpha.tailboardfoliaceous.com,A,177.163.63.251,0
2024-06-14 22:08:00.627,dns_logger_1,10.20.30.80,56.92.202.90,resorcinum.unexaggerabletue.com,A,195.254.40.179,0
2024-06-14 22:08:00.728,dns_logger_1,10.20.30.189,84.78.52.110,tanagridae.unenchantfrithsoken.com,A,11.127.149.8,0
2024-06-14 22:08:00.829,dns_logger_1,10.20.30.192,39.167.196.9,diaetetae.chondropharyngeallaryngometry.com,A,215.72.82.112,0
2024-06-14 22:08:00.930,dns_logger_1,10.20.30.175,250.109.23.175,peartness.dogberrydraegerman.com,A,118.214.251.133,0
2024-06-14 22:08:01.031,dns_logger_1,10.20.30.102,136.254.23.112,encuirassed.patristicismantifundamentalist.com,A,167.8.242.0,0
2024-06-14 22:08:01.132,dns_logger_1,10.20.30.56,103.18.248.200,dystaxia.bothsidedunparked.com,A,216.123.145.169,0
2024-06-14 22:08:01.233,dns_logger_1,6915:ba29:6b8:3972:e44f:1d4d:6fcd:4460,dae:78d7:16d7:4267:ec85:b46e:3619:9a72,exsiccation.pacinianbalmarcodes.com,AAAA,17b6:32ea:21e0:7dbd:d0b7:6d90:621b:33a,0
2024-06-14 22:08:01.334,dns_logger_1,10.20.30.196,98.5.33.248,impenetrably.quadrituberculateill.com,A,59.170.143.103,0
2024-06-14 22:08:01.435,dns_logger_1,10.20.30.183,59.169.253.180,yahuskin.rattlewortsoloecophanes.com,A,231.230.177.49,0
2024-06-14 22:08:01.536,dns_logger_1,10.20.30.156,56.22.45.229,chelidonine.twifoiltannate.com,A,223.44.3.9,0
2024-06-14 22:08:01.636,dns_logger_1,10.20.30.131,156.107.172.145,trim.chipchoparchbishop.com,A,30.123.18.104,0
2024-06-14 22:08:01.737,dns_logger_1,10.20.30.175,153.247.104.237,lubricate.sanctificatenobs.com,A,139.45.227.117,0
2024-06-14 22:08:01.838,dns_logger_1,10.20.30.224,158.231.180.29,atis.secreteaser.com,A,231.38.22.127,0
2024-06-14 22:08:01.939,dns_logger_1,10.20.30.101,180.217.94.106,fontange.socioeconomiccannular.com,A,239.15.208.28,0
2024-06-14 22:08:02.039,dns_logger_1,b348:f708:23b2:d116:18f2:b9f0:defe:477e,b811:43c7:b959:7b79:546f:2af4:2927:fa99,extortionately.miscomputationtrooperess.com,AAAA,2aeb:9f6d:7144:4af3:6f0a:ccdb:f6e6:3867,0
2024-06-14 22:08:02.140,dns_logger_1,10.20.30.106,58.218.183.5,zygolabialis.shellackerswoony.com,A,6.40.26.235,0
2024-06-14 22:08:02.241,dns_logger_1,10.20.30.8,42.202.31.134,trunked.antiwedgewastebasket.com,A,240.116.217.48,0
2024-06-14 22:08:02.342,dns_logger_1,10.20.30.121,0.12.160.206,atheromasia.regulizecnidocell.com,A,39.234.120.185,0
2024-06-14 22:08:02.443,dns_logger_1,10.20.30.204,19.217.28.76,uncriticised.waterlesslycontently.com,A,245.2.116.93,0
2024-06-14 22:08:02.544,dns_logger_1,10.20.30.204,81.5.87.236,bioclimatology.disemboguementequilucent.com,A,252.23.99.56,0
2024-06-14 22:08:02.645,dns_logger_1,10.20.30.113,24.210.121.126,counterimitation.composedunhopeful.com,A,54.231.73.220,0
2024-06-14 22:08:02.745,dns_logger_1,95e6:4a65:4fe6:f6d1:c027:b2b2:9b63:5a77,5103:50a5:a9ae:a3bf:76c8:e9e:3371:5147,extrude.proxenusskyugle.com,AAAA,9e0c:f4eb:acaa:213a:e0:5771:3353:609b,0
2024-06-14 22:08:02.846,dns_logger_1,10.20.30.116,69.197.30.246,biventer.flabelliformpratapwant.com,A,81.124.145.81,0
2024-06-14 22:08:02.947,dns_logger_1,10.20.30.245,160.241.135.254,leptocephalus.convertedtranslatress.com,A,54.154.16.253,0
2024-06-14 22:08:03.048,dns_logger_1,10.20.30.40,123.15.150.142,undedicate.argenteouscynosural.com,A,162.157.253.80,0
2024-06-14 22:08:03.149,dns_logger_1,ef4f:4c45:5514:da60:129f:d135:ec7:5139,7723:7f55:49ba:8439:674e:b1ca:4ad9:8228,rhamnaceous.oxyquinolineemblematical.com,AAAA,7e1f:4639:f2f3:518a:bb23:33d3:c234:5366,0
2024-06-14 22:08:03.250,dns_logger_1,1504:6d6f:b984:48:b030:c033:b005:5271,a834:4793:2fef:d9ea:e6a6:7369:be37:2c18,untipt.ziaratborh.com,AAAA,3370:aaa1:62d0:20ba:bdbf:8ff2:38f5:76e1,0
2024-06-14 22:08:03.351,dns_logger_1,f669:413c:70c:34b0:24c5:77dc:38c6:fe7c,7557:7ce8:d1f1:2c7b:cdcc:b211:6f5:6d8f,adequateness.congressiveundyingly.com,AAAA,a747:74dc:ef6a:ec0d:fa96:44ec:9180:6a04,0
2024-06-14 22:08:03.452,dns_logger_1,10.20.30.251,251.189.45.146,radioman.inanimatelyenring.com,A,45.130.182.76,0
2024-06-14 22:08:03.552,dns_logger_1,2200:8c79:e391:e4ea:cc73:cbeb:773f:5222,5daa:5276:f0bc:8cf3:705a:50b:fe70:c0ab,odium.solpugidesoverobsequiousness.com,AAAA,220a:b840:5ab8:17e9:ff7e:9216:4c6a:e586,0
2024-06-14 22:08:03.653,dns_logger_1,ff59:41c8:39bb:c18:6956:bedf:92c0:fe5e,3758:3786:2421:dd7e:d863:3af:324b:946a,pertinaciousness.encagespluther.com,AAAA,10e0:c0ba:d222:dc8a:b54b:6a89:ff80:c09,0
2024-06-14 22:08:03.754,dns_logger_1,3865:b0ff:90c2:4046:a9df:d1b9:ae35:2faf,8f25:fb4:c555:3a2e:a881:f2a3:accf:7ae8,roller.snerpchronogrammic.com,AAAA,591b:b176:b98:a454:4dde:c741:584f:7793,0
2024-06-14 22:08:03.854,dns_logger_1,10.20.30.174,162.203.5.109,associatory.christlinessnonascendancy.com,A,3.92.4.207,0
2024-06-14 22:08:03.955,dns_logger_1,10.20.30.216,140.156.242.143,flatiron.undisgustedbailage.com,A,214.33.108.222,0
2024-06-14 22:08:04.056,dns_logger_1,15d5:1a68:3859:2b55:8d04:98b9:6cfe:723a,6b48:a4aa:c3ef:1e24:a6af:b1b3:a581:4cdc,oxtongue.chidinglynonethnological.com,SOA,None,0
2024-06-14 22:08:04.156,dns_logger_1,10.20.30.198,46.74.85.114,unfelt.cynicalinurn.com,A,158.91.1.214,0
2024-06-14 22:08:04.257,dns_logger_1,10.20.30.148,231.233.87.78,theophrastaceae.unhastingpreinhabitant.com,A,164.26.238.237,0
2024-06-14 22:08:04.358,dns_logger_1,465c:d16:a5e4:f26f:7c12:1f2a:282b:1acc,b864:8f46:805a:bdc0:1e07:a96c:5cca:1ce3,quinquecapsular.foveiformlimer.com,AAAA,90da:15a1:9a4a:6335:aa6d:4071:f7d8:292,0
2024-06-14 22:08:04.458,dns_logger_1,429d:64a7:5d0a:607e:328e:2e80:6147:8e9d,8c0c:5546:bd5c:bb34:62f0:4bf6:cc83:2b22,ossetic.sawermexitl.com,AAAA,c94:3e35:6759:dfb8:73c:1e68:4f0b:b185,0
2024-06-14 22:08:04.559,dns_logger_1,696a:e237:46c7:79de:1d90:27b3:a8b6:dc67,2cbd:235e:ffbf:3fba:c476:2c2a:5ab4:9af7,tanquen.malattresshydrosalpinx.com,AAAA,cd01:a899:4af:eaf9:d355:6d19:8f78:6cf4,0
2024-06-14 22:08:04.660,dns_logger_1,961f:5b7:6a13:53b5:cb8f:83c7:122e:acdf,d8c7:400c:d8ef:65b7:a42c:b438:eeed:8bc0,proselyte.insistentbet.com,AAAA,ff2e:481a:5e5f:8c58:c681:edf0:bb1c:bcf0,0
2024-06-14 22:08:04.761,dns_logger_1,10.20.30.47,247.210.166.45,architraved.mutualizenotorhynchus.com,A,45.73.220.12,0
2024-06-14 22:08:04.862,dns_logger_1,10.20.30.183,188.82.81.244,joylessness.apemantuscoscoroba.com,A,239.131.116.247,0
2024-06-14 22:08:04.963,dns_logger_1,10.20.30.63,207.84.200.187,heptahydrated.incloseswagger.com,A,95.41.67.248,0
2024-06-14 22:08:05.064,dns_logger_1,487e:9372:dd01:ed93:e529:9a0e:4053:b3f6,de2a:892c:b5e0:4697:54cf:34fc:f5c7:c781,summerwood.clothmakermarshaless.com,AAAA,3d9d:29da:f4b0:ac34:5e44:f908:c411:d500,0
2024-06-14 22:08:05.165,dns_logger_1,10.20.30.124,146.223.188.178,catakinesis.trochilicoiled.com,A,220.134.190.153,0
2024-06-14 22:08:05.266,dns_logger_1,7232:2105:7054:e3dc:1979:75de:6a4a:8282,5050:2a2:efd1:92ed:d923:f3f6:4420:e877,chronopher.mediterraneanizationexpressness.com,AAAA,3790:6d19:e82c:f604:9860:3452:7ceb:60c7,0
2024-06-14 22:08:05.367,dns_logger_1,10.20.30.82,107.153.242.202,salthouse.galactolipininanimate.com,A,22.66.181.143,0
2024-06-14 22:08:05.468,dns_logger_1,10.20.30.157,241.255.235.85,eupepsia.decempedatepygostylous.com,A,159.213.184.0,0
2024-06-14 22:08:05.568,dns_logger_1,ee4b:8f1:96ad:a702:aa17:64ae:3baf:79ad,9b04:8e4e:2dc8:fdd4:b4ac:313a:acfb:f014,gebang.begaydyschronous.com,AAAA,6bc2:1b71:8879:1136:120a:4830:c3f6:4463,0
2024-06-14 22:08:05.669,dns_logger_1,10.20.30.186,61.132.145.100,unsultry.overpainfulorthochromatize.com,A,132.109.21.88,0
2024-06-14 22:08:05.770,dns_logger_1,10.20.30.67,153.45.195.240,calcitic.kronerbefeather.com,A,106.170.195.53,0
2024-06-14 22:08:05.871,dns_logger_1,10.20.30.234,242.87.65.135,prototraitor.syndesmographyprepreparation.com,A,90.9.147.246,0
2024-06-14 22:08:05.972,dns_logger_1,10.20.30.7,225.255.94.166,taccada.negligibilitycommemorate.com,A,255.74.175.89,0
2024-06-14 22:08:06.072,dns_logger_1,10.20.30.46,70.209.111.42,nonflammable.paravertebralennoblement.com,A,40.116.254.165,0
2024-06-14 22:08:06.173,dns_logger_1,10.20.30.111,161.97.122.160,peacocklike.gingerousballadist.com,A,151.212.195.169,0
2024-06-14 22:08:06.274,dns_logger_1,10.20.30.169,30.214.167.227,syllabation.heptadgastrotome.com,A,227.133.151.7,0
2024-06-14 22:08:06.375,dns_logger_1,10.20.30.6,119.158.77.24,vectographic.platinotypenonspecific.com,A,108.22.238.57,0
2024-06-14 22:08:06.476,dns_logger_1,10.20.30.146,238.244.135.203,registrational.fugitivismprincified.com,A,119.244.237.62,0
2024-06-14 22:08:06.577,dns_logger_1,10.20.30.212,107.49.13.16,hammersmith.recommunionbuckboard.com,A,144.111.197.21,0
2024-06-14 22:08:06.678,dns_logger_1,10.20.30.205,213.223.183.234,synedrial.scytonemataceoussouter.com,A,29.193.37.157,0
2024-06-14 22:08:06.778,dns_logger_1,10.20.30.39,85.181.108.202,chreotechnics.chauchatcorybantic.com,A,184.218.122.241,0
2024-06-14 22:08:06.879,dns_logger_1,c0a6:27f6:3ce5:de69:b594:91f9:fe91:de0c,55b7:b3f2:e0ec:3cdf:50a8:65ce:e34e:41f,epicrystalline.cynomoriaceaepedipalpal.com,AAAA,b9da:cb7e:f8b3:da8d:891b:6b3b:e71f:8d2a,0
2024-06-14 22:08:06.980,dns_logger_1,4470:e87c:86fa:8a81:2dce:b9ff:3487:b106,2117:15ab:ba6f:7bbd:cc6a:9b9a:9ebb:c34c,unhealthiness.ocydromegethsemanic.com,AAAA,b6c1:d8b0:c4fc:4e16:4b6b:bf06:3939:ddf2,0
2024-06-14 22:08:07.081,dns_logger_1,b89b:c3ce:8017:ebf3:7880:b5cd:16d5:14cd,bcf8:b4c7:b6e5:d72f:7852:4e8d:9002:f06a,booby.undethronedproventricular.com,MX,alt2.mx.undethronedproventricular.com,0
2024-06-14 22:08:07.182,dns_logger_1,36ce:ac31:4f66:9e84:6474:3daa:c960:2fa8,a39:23a:255c:8399:673f:f91c:cd00:2074,aktistete.reconcealmentbiennial.com,AAAA,5070:4e3d:3b6c:50be:4b19:2cf7:6727:8d7e,0
2024-06-14 22:08:07.282,dns_logger_1,10.20.30.12,233.151.0.106,stockfather.varangianweedy.com,A,23.238.174.57,0
2024-06-14 22:08:07.383,dns_logger_1,b7c6:8256:ce3:5c19:9224:7db0:3ca7:58ff,4d9c:b99b:bd85:3c7f:e408:1f55:7da7:5a13,garnetiferous.glabratehornyhead.com,AAAA,140c:45da:b35c:19df:1443:b953:b3ab:86fe,0
2024-06-14 22:08:07.484,dns_logger_1,10.20.30.17,235.4.53.195,depuration.acrooklissencephala.com,A,2.23.178.111,0
2024-06-14 22:08:07.585,dns_logger_1,10.20.30.193,160.108.103.178,scarproof.cheeklesspeleus.com,A,45.167.129.84,0
2024-06-14 22:08:07.686,dns_logger_1,10.20.30.92,59.101.72.197,aggravator.sausingerpenanceless.com,A,3.254.40.15,0
2024-06-14 22:08:07.787,dns_logger_1,37d6:83eb:81a2:c3fd:c2ce:a74c:edc1:f55,4da7:19dc:cae4:b779:a7eb:38f2:3fee:538,omnipercipiency.noncombatantmegaloptera.com,AAAA,f121:bf6a:524:530c:cb3e:7ee3:69a5:b842,0
2024-06-14 22:08:07.887,dns_logger_1,10.20.30.105,151.175.69.0,lacunose.spavinedtracheloclavicular.com,A,64.96.155.203,0
2024-06-14 22:08:07.988,dns_logger_1,db5c:9444:646d:1dc1:6af8:9d65:f025:37a7,273f:be97:c73:b34:c0ae:e786:25e0:68a1,prothrombin.fiddleconquinine.com,AAAA,4d6b:4c4:ecd9:ab62:f30e:3f6a:91bc:1566,0
2024-06-14 22:08:08.089,dns_logger_1,10.20.30.250,117.119.107.23,megachilidae.nonsanctityungyve.com,A,207.254.32.204,0
2024-06-14 22:08:08.190,dns_logger_1,f71b:4413:834a:250f:9f5b:8a32:45a9:4ce7,2c08:45f3:fa7:8980:bae9:e1c4:22d:140c,nudger.gynecomastismnontaxability.com,AAAA,1c09:a663:ce90:a450:7a8d:5b35:2626:dd88,0
2024-06-14 22:08:08.290,dns_logger_1,10.20.30.163,61.79.60.245,cordaitean.strepenthypomorph.com,A,39.5.83.212,0
2024-06-14 22:08:08.391,dns_logger_1,10.20.30.45,143.205.216.105,botryomycoma.atropaceousmatronize.com,A,164.129.157.33,0
2024-06-14 22:08:08.492,dns_logger_1,10.20.30.231,220.96.17.116,physicotheological.ugsomelyhapalotis.com,A,210.123.61.127,0
2024-06-14 22:08:08.593,dns_logger_1,10.20.30.153,161.212.115.200,chiasmatype.outgoerlaparocele.com,A,86.191.125.181,0
2024-06-14 22:08:08.694,dns_logger_1,10.20.30.141,232.223.84.59,disguisedness.cicalaofficialize.com,A,206.120.158.7,0
2024-06-14 22:08:08.795,dns_logger_1,10.20.30.199,35.51.42.39,dynamometer.inobtrusivenurhag.com,A,165.88.228.162,0
2024-06-14 22:08:08.896,dns_logger_1,10.20.30.223,112.235.175.15,unchristianity.chuckrumolor.com,A,147.146.24.127,0
2024-06-14 22:08:08.997,dns_logger_1,10.20.30.79,196.190.54.125,acromonogrammatic.misallegationirreceptivity.com,A,232.93.96.90,0
2024-06-14 22:08:09.098,dns_logger_1,10.20.30.219,27.32.216.224,microfauna.cerebrogalactosesulphoindigotate.com,A,66.92.1.19,0
2024-06-14 22:08:09.199,dns_logger_1,def1:9daf:afb2:39a5:e3c0:3f5b:d0f4:8e,4f26:a2a7:a088:302d:b32b:bda0:5532:d544,pretextuous.smuttinessexopterygotic.com,AAAA,85ac:57f0:e1a9:1ff9:8d04:806f:2225:817e,0
2024-06-14 22:08:09.299,dns_logger_1,10.20.30.180,247.71.96.237,miswish.atmoclasticlai.com,A,163.117.136.94,0
2024-06-14 22:08:09.400,dns_logger_1,10.20.30.191,106.21.37.59,gullet.epiphorasuburbed.com,A,82.229.42.187,0
2024-06-14 22:08:09.501,dns_logger_1,10.20.30.124,118.143.245.252,coelogastrula.semiconversionintermittency.com,A,90.152.222.18,0
2024-06-14 22:08:09.602,dns_logger_1,10.20.30.166,100.198.13.221,cnidoblast.higgaionadvisory.com,A,26.19.161.197,0
2024-06-14 22:08:09.703,dns_logger_1,10.20.30.210,115.145.130.4,hellenically.buckyspurtively.com,A,71.253.69.62,0
2024-06-14 22:08:09.804,dns_logger_1,93aa:6344:c59d:77b5:e9d8:a321:a970:2b83,de58:ab59:8460:df15:91a8:4bb0:b182:95eb,markup.orfgildharbingership.com,AAAA,4285:80b5:4b83:efdd:946d:2250:7b1e:1dd,0
2024-06-14 22:08:09.905,dns_logger_1,10.20.30.244,136.82.2.232,intragastric.revolublecabin.com,A,54.210.88.164,0
2024-06-14 22:08:10.006,dns_logger_1,a063:e9dd:c276:dd08:a5f1:a467:54f8:af52,9514:1c81:8e2c:2c43:bcb2:8031:596:66f5,embrail.halicoredubby.com,AAAA,5b2d:4a4e:779a:ee20:bc1a:d19:cc2b:104a,0
2024-06-14 22:08:10.107,dns_logger_1,10.20.30.127,240.116.18.169,total.cangle.com,A,250.183.165.57,0
2024-06-14 22:08:10.208,dns_logger_1,10.20.30.252,134.60.134.13,pamperer.leanproslave.com,A,226.59.165.157,0
2024-06-14 22:08:10.308,dns_logger_1,265e:2a8d:b211:9ab9:c503:766e:13fc:ea22,cf48:66a3:77f7:777:d375:4548:d25f:5a4,hackly.agoniumaplacophora.com,SOA,None,0
2024-06-14 22:08:10.409,dns_logger_1,10.20.30.241,43.241.140.127,mountained.equilibriumanomural.com,A,101.157.195.152,0
2024-06-14 22:08:10.510,dns_logger_1,10.20.30.183,124.38.151.202,hageen.territorializationpentastich.com,A,209.155.219.50,0
2024-06-14 22:08:10.611,dns_logger_1,10.20.30.206,106.246.16.102,araca.machicuichondriome.com,A,123.46.29.255,0
2024-06-14 22:08:10.712,dns_logger_1,10.20.30.126,185.211.188.27,dermatrophia.aphelionanbury.com,A,183.198.81.118,0
2024-06-14 22:08:10.813,dns_logger_1,c174:4c7b:f1ad:7b85:7f57:964d:bed6:f619,2494:d867:eb50:1e54:e1e9:211a:5bf8:44ed,slug.electroceramicforgoer.com,AAAA,9732:fab6:857:c541:8793:15b6:927c:8df8,0
2024-06-14 22:08:10.914,dns_logger_1,10.20.30.161,14.242.59.254,sprowsy.macrobianavowal.com,A,254.32.102.113,0
2024-06-14 22:08:11.014,dns_logger_1,10.20.30.217,189.21.247.43,unslakable.galvanoplasticalmalconformation.com,A,237.193.83.106,0
2024-06-14 22:08:11.115,dns_logger_1,10.20.30.100,50.161.58.73,besleeve.encrinoidmuskeggy.com,A,109.241.222.184,0
2024-06-14 22:08:11.216,dns_logger_1,f559:ab7b:19a4:c42f:8cc7:37e7:1eb8:ad61,277b:d837:92b1:1b45:bb7c:3017:d42b:264d,gratuitousness.nilefeminine.com,AAAA,245c:36c:b51:f23a:46:5dbd:4b:f0b4,0
2024-06-14 22:08:11.317,dns_logger_1,10.20.30.169,62.15.84.83,quale.machicuibhungini.com,A,7.61.22.206,0
2024-06-14 22:08:11.418,dns_logger_1,f17f:52c2:ae82:d68:4e7b:e207:f832:b52e,5b86:e2b5:5c58:ec16:caa0:9d64:6c4:605a,unevident.tweennebulization.com,AAAA,45e9:8a3b:3a5e:5ff3:951a:e55c:29cc:7759,0
2024-06-14 22:08:11.519,dns_logger_1,10.20.30.191,112.10.151.198,reconstructor.bineweedpeptolysis.com,A,143.120.76.252,0
2024-06-14 22:08:11.620,dns_logger_1,10.20.30.47,224.9.152.252,canyon.neobotanyuncontrolledly.com,A,91.194.208.241,0
2024-06-14 22:08:11.720,dns_logger_1,10.20.30.219,227.64.165.213,tolunitrile.koscheisniddle.com,A,250.140.213.173,0
2024-06-14 22:08:11.821,dns_logger_1,10.20.30.81,97.84.229.189,scutate.penciledsemirotative.com,A,53.238.233.101,0
2024-06-14 22:08:11.922,dns_logger_1,6017:2ab5:8698:ade5:1fa3:360e:a11a:d89,618a:8d41:dc11:5bdb:3767:909:20d9:e6c8,mollitude.sarcosporidamyelinate.com,SOA,None,0
2024-06-14 22:08:12.022,dns_logger_1,831f:130e:6e35:baef:a415:bf03:4026:41dc,4119:6ce8:ffad:80d8:3e4e:976c:faa9:b7c9,mone.aeciosporekedge.com,MX,alt5.mx.aeciosporekedge.com,0
2024-06-14 22:08:12.123,dns_logger_1,34fb:9d46:556f:1bae:a8b3:42f4:d90f:8a6,2977:6f83:4b24:dd1d:9c5f:1ebc:3854:b8c1,incestuousness.berseemunregistered.com,AAAA,126c:f45e:e30a:6155:dcfd:feda:1389:899b,0
2024-06-14 22:08:12.224,dns_logger_1,10.20.30.243,216.200.124.254,epollicate.furmammee.com,A,255.1.139.151,0
2024-06-14 22:08:12.325,dns_logger_1,b01e:f4c6:84eb:bd5c:c8c3:cc7a:edf4:753c,c34d:ce65:9337:65cf:bc68:cc9e:bd69:f9e7,threatenable.unchanginglyglueyness.com,MX,alt5.mx.unchanginglyglueyness.com,0
2024-06-14 22:08:12.426,dns_logger_1,10.20.30.101,111.152.252.188,whing.demonismammonea.com,A,74.242.149.246,0
2024-06-14 22:08:12.527,dns_logger_1,10.20.30.92,8.63.209.124,salted.superfusionturnbout.com,A,117.41.80.160,0
2024-06-14 22:08:12.627,dns_logger_1,10.20.30.11,115.182.6.53,vast.acuteuterovaginal.com,A,199.223.158.105,0
2024-06-14 22:08:12.728,dns_logger_1,82f1:a02d:52fa:ee1e:162f:ab35:c157:9d13,1b4a:1d19:5f0f:e04e:458f:cf1e:e72a:b179,squoze.redemptoryengaging.com,AAAA,5980:fa44:f0e1:ad27:3700:ff7d:dac1:97a0,0
2024-06-14 22:08:12.829,dns_logger_1,10.20.30.130,0.212.51.67,outdodge.cuorinsyndicateer.com,A,120.73.127.122,0
2024-06-14 22:08:12.930,dns_logger_1,10.20.30.84,126.160.3.164,devonite.chytridiosisundiscussed.com,A,57.158.39.61,0
2024-06-14 22:08:13.031,dns_logger_1,f2d4:dbce:ca42:eff0:d1da:963:b700:e257,f1ee:86ae:2975:47ad:e521:8a7b:c6bd:fb79,ecclesiology.honduraneanbranchlike.com,AAAA,2187:301a:6109:341b:8752:47be:1dc2:7f7c,0
2024-06-14 22:08:13.132,dns_logger_1,10.20.30.157,43.10.139.109,nitrocellulose.moralizermanify.com,A,243.173.176.69,0
2024-06-14 22:08:13.233,dns_logger_1,d411:2445:cfb3:581:f536:2b19:9993:fa7e,7371:5af3:4ec8:9994:9a98:1e58:2f89:e071,ringer.euxanthoneobstructer.com,AAAA,edbf:3dbc:47f5:c1fe:19:1ba2:6026:addb,0
2024-06-14 22:08:13.334,dns_logger_1,9297:44a7:1956:913:e31b:a30b:87cc:78a7,eadf:2c39:5e05:c635:3848:2f30:e979:f6b5,exasperative.unheroicallygoosefoot.com,AAAA,d052:2f25:5b33:7c0e:164f:446e:3a64:d64b,0
2024-06-14 22:08:13.435,dns_logger_1,336a:2126:8acb:ba11:15d3:d683:671e:5e14,2639:52c:8aa4:239e:69df:ba6f:2219:4cc6,voicing.noyaulaudist.com,AAAA,369d:9407:86c2:d5ef:34da:cfad:8a11:5fe1,0
2024-06-14 22:08:13.536,dns_logger_1,af9c:527d:349:cd1:4cba:8259:e0f3:7c83,ab8:4e8b:52ae:3d88:c2f1:584b:88c2:19f2,hyperboreal.triolechytridiales.com,AAAA,4aed:62e5:4f5:6eae:ad0d:6687:eac8:be5e,0
2024-06-14 22:08:13.636,dns_logger_1,4e80:d25c:9a99:ad4f:8572:9dd9:138:eff7,f508:bb69:613:91ab:68a5:b79:ee7e:cc70,titillating.biterchromograph.com,AAAA,fb12:3381:758f:16df:e6fc:80be:ec42:4b1c,0
2024-06-14 22:08:13.737,dns_logger_1,f935:2b7d:4f5d:c27c:b275:4ca7:62d5:2f2d,b7c0:6f44:c801:3898:2acf:d6a2:4595:aacf,patchable.crookneckmethiodide.com,AAAA,5a1d:12cd:b718:8225:73d0:85e0:c369:5149,0
