datetime,log_source,protocol,src_ip,src_port,dst_ip,dst_port,bytes_in,bytes_out,packets_in,packets_out
2024-06-14 22:02:42.687,netflow_logger_1,UDP,340a:2e44:50e1:761c:66b:2c8:30db:22b9,42470,205b:8891:f54d:4ce1:75a2:9d46:fa74:b6a9,80,285780,341976,191,228
2024-06-14 22:02:42.788,netflow_logger_1,TCP,31c8:6cc:54bb:318e:8dc:dabe:cc92:add1,25660,dbff:ffd:d308:b936:3167:2405:3896:ca2e,22,171036,196484,115,131
2024-06-14 22:02:42.888,netflow_logger_1,TCP,349e:5eea:660f:e8d3:aec1:9dd0:9ba9:b93b,18465,a37b:b9a7:9a7:7cbb:561e:79cb:862d:1bf0,443,31875,304810,22,204
2024-06-14 22:02:42.989,netflow_logger_1,TCP,10.20.30.153,44118,99.45.67.23,443,487790,262415,326,175
2024-06-14 22:02:43.090,netflow_logger_1,TCP,10.20.30.94,36762,67.88.127.86,80,132188,114031,89,77
2024-06-14 22:02:43.190,netflow_logger_1,UDP,10.20.30.32,37883,216.127.79.148,443,41191,96981,28,65
2024-06-14 22:02:43.291,netflow_logger_1,TCP,f1ae:fe12:5031:7c61:1f9c:5209:80b6:6537,61373,95f6:515b:26f5:45c8:8dc:a433:f1df:49f3,25,489219,22889,327,16
2024-06-14 22:02:43.392,netflow_logger_1,TCP,a467:1ddb:1fc0:5e84:f143:298e:4ba5:f00d,44565,2a03:407c:20bc:d250:4d27:d4b0:a6a5:fbe6,25,207391,23201,139,16
2024-06-14 22:02:43.493,netflow_logger_1,TCP,10.20.30.216,49748,126.158.62.249,443,274768,302602,184,202
2024-06-14 22:02:43.593,netflow_logger_1,TCP,1727:d84c:6f82:f929:7d9e:7dd9:68ad:78df,11816,d40a:22ef:df71:66e9:9243:4cc8:443d:6cb8,22,355071,179599,237,120
2024-06-14 22:02:43.694,netflow_logger_1,TCP,8258:5ff3:db13:a3a7:cc8f:221a:117d:c557,55520,8ce5:b97e:4e:28fd:23bd:5032:f273:a530,25,491684,2332,328,2
2024-06-14 22:02:43.795,netflow_logger_1,TCP,10.20.30.74,33815,86.6.3.246,80,147191,353994,99,236
2024-06-14 22:02:43.895,netflow_logger_1,ICMP,10.20.30.35,0,94.105.29.89,0,543,1582,1,2
2024-06-14 22:02:43.996,netflow_logger_1,UDP,10.20.30.216,34964,143.50.171.77,443,240110,98451,161,66
2024-06-14 22:02:44.097,netflow_logger_1,UDP,5a69:8fd:17c:4a84:ed47:1fe8:bb93:8f88,51732,f3ad:c252:23ab:ee8a:f3da:10ba:eb1a:c6dd,443,220909,222155,148,149
2024-06-14 22:02:44.197,netflow_logger_1,TCP,10.20.30.105,21456,250.122.197.110,443,265548,13504,178,10
2024-06-14 22:02:44.298,netflow_logger_1,TCP,10.20.30.249,38469,4.228.165.45,80,377310,376435,252,251
2024-06-14 22:02:44.398,netflow_logger_1,TCP,10.20.30.116,60054,227.43.31.30,443,12566,325806,9,218
2024-06-14 22:02:44.499,netflow_logger_1,TCP,7511:592d:2c6d:f7f9:c7b2:5eb2:5a5c:2f62,13855,1fc6:795d:9e93:34dd:bda6:fcf8:5ced:6433,443,266090,349978,178,234
2024-06-14 22:02:44.600,netflow_logger_1,TCP,10.20.30.244,28974,99.139.45.193,443,365896,85664,244,58
2024-06-14 22:02:44.701,netflow_logger_1,TCP,10.20.30.227,18278,96.31.105.110,443,411065,212445,275,142
2024-06-14 22:02:44.802,netflow_logger_1,TCP,2585:7388:b876:661d:b0fe:c233:1d1b:355,20048,eb08:f13e:ff1a:641d:ae0e:af9d:e4a6:142b,80,41021,181389,28,121
2024-06-14 22:02:44.903,netflow_logger_1,TCP,10.20.30.232,59962,28.62.185.171,25,39546,1060,27,1
2024-06-14 22:02:45.004,netflow_logger_1,UDP,10.20.30.106,11623,210.86.93.102,443,41450,201018,28,135
2024-06-14 22:02:45.105,netflow_logger_1,TCP,10.20.30.6,11667,67.172.173.128,22,69592,132272,47,89
2024-06-14 22:02:45.205,netflow_logger_1,TCP,7db3:f124:771b:9e77:9a7a:b23c:91af:3761,38395,32:c333:3dbe:d5c3:b351:a000:1617:5244,443,166400,396392,111,265
2024-06-14 22:02:45.306,netflow_logger_1,TCP,10.20.30.45,41969,3.60.141.206,443,413355,329662,276,220
2024-06-14 22:02:45.407,netflow_logger_1,TCP,10.20.30.88,39506,102.92.172.82,443,355471,242217,237,162
2024-06-14 22:02:45.508,netflow_logger_1,TCP,10.20.30.150,54713,94.148.118.172,443,315112,89560,211,60
2024-06-14 22:02:45.609,netflow_logger_1,TCP,10.20.30.252,24789,87.86.230.182,80,291134,321908,195,215
2024-06-14 22:02:45.710,netflow_logger_1,TCP,10.20.30.118,40985,96.236.226.21,443,302433,314819,202,210
2024-06-14 22:02:45.811,netflow_logger_1,TCP,10.20.30.157,47413,188.61.202.33,443,105341,135411,71,91
2024-06-14 22:02:45.912,netflow_logger_1,UDP,10.20.30.142,26132,76.60.142.236,443,299519,35472,200,24
2024-06-14 22:02:46.013,netflow_logger_1,TCP,10.20.30.41,61190,218.46.31.128,443,87072,82361,59,55
2024-06-14 22:02:46.113,netflow_logger_1,TCP,10.20.30.184,51402,129.41.22.249,25,33260,12797,23,9
2024-06-14 22:02:46.214,netflow_logger_1,TCP,10.20.30.88,18864,138.125.216.94,53,24134,116,17,1
2024-06-14 22:02:46.314,netflow_logger_1,UDP,2d48:a03c:564f:344d:f56e:c23c:4802:278f,26584,bf68:582f:2de2:c3c4:af5c:5cd1:703a:b7c8,443,330893,282228,221,189
2024-06-14 22:02:46.415,netflow_logger_1,TCP,9a6:3bd3:946e:dfb6:d9b5:4e24:adb0:f43f,22562,8efa:cec3:bf06:780f:afb:4ac7:54f2:33f1,443,153910,368446,103,246
2024-06-14 22:02:46.516,netflow_logger_1,TCP,10.20.30.30,17431,229.179.183.220,443,112506,359096,76,240
2024-06-14 22:02:46.616,netflow_logger_1,TCP,10.20.30.69,27778,171.155.219.117,80,424424,224167,283,150
2024-06-14 22:02:46.717,netflow_logger_1,UDP,9943:1f39:3326:8945:90b5:cf96:4f1e:41d1,35933,ca1f:c70b:4fff:338c:dbf9:14f:368e:e787,443,375024,260203,251,174
2024-06-14 22:02:46.818,netflow_logger_1,ICMP,10.20.30.127,0,102.128.234.121,0,3064,2650,3,2
2024-06-14 22:02:46.919,netflow_logger_1,TCP,2962:7bba:3c37:3c24:e810:cfee:687d:5ad9,62369,4f97:14a9:9db4:ba37:5df4:4c2e:8893:5f0e,443,335887,213065,224,143
2024-06-14 22:02:47.020,netflow_logger_1,TCP,10.20.30.12,12824,55.128.33.47,22,275591,73430,184,49
2024-06-14 22:02:47.120,netflow_logger_1,ICMP,10.20.30.185,0,22.247.208.239,0,3181,3010,3,3
2024-06-14 22:02:47.221,netflow_logger_1,TCP,10.20.30.56,16462,183.248.35.252,25,312590,10239,209,7
2024-06-14 22:02:47.321,netflow_logger_1,UDP,5399:9fa0:3e7a:8cc5:a911:ace6:3e20:df21,14302,7753:de:3328:b930:2b77:fd36:9acc:be7a,443,104983,262357,70,175
2024-06-14 22:02:47.422,netflow_logger_1,TCP,77c7:2b97:c2a8:f2c6:3e8b:42a7:defb:5056,11153,669b:a9a6:9899:b12e:ee2a:a4f4:63d4:a4e0,443,413848,288489,276,193
2024-06-14 22:02:47.523,netflow_logger_1,TCP,10.20.30.8,54943,102.40.140.186,443,194413,26822,130,18
2024-06-14 22:02:47.624,netflow_logger_1,TCP,10.20.30.228,58790,99.105.69.163,443,359857,61044,240,41
2024-06-14 22:02:47.724,netflow_logger_1,TCP,10.20.30.13,40182,188.220.174.84,80,23461,30252,16,21
2024-06-14 22:02:47.825,netflow_logger_1,TCP,b8c6:20da:8e3f:9c6d:10fe:1c67:87bd:b6a8,63976,262c:eef0:602:8c7e:5728:496b:f2e6:919,443,485362,299374,324,200
2024-06-14 22:02:47.926,netflow_logger_1,UDP,9dce:2616:f945:3051:b251:5a97:da17:144b,47764,5e04:4997:fcd:d08e:a787:43b0:d1e3:52f8,443,472947,177515,316,119
2024-06-14 22:02:48.027,netflow_logger_1,TCP,200e:7b49:9b5f:bc9c:139a:83ec:d96f:8c8b,16106,8dec:addc:bbc3:2175:1ca8:c863:2071:fe93,80,311558,83060,208,56
2024-06-14 22:02:48.127,netflow_logger_1,TCP,10.20.30.39,48478,189.197.28.225,25,456258,18458,305,13
2024-06-14 22:02:48.228,netflow_logger_1,TCP,10.20.30.82,54099,204.186.185.170,443,192985,120749,129,81
2024-06-14 22:02:48.328,netflow_logger_1,UDP,10.20.30.45,33602,228.200.105.88,80,215207,341350,144,228
2024-06-14 22:02:48.429,netflow_logger_1,UDP,10.20.30.67,11712,1.250.23.187,443,33906,238967,23,160
2024-06-14 22:02:48.530,netflow_logger_1,TCP,10.20.30.154,47618,13.252.7.172,443,127280,107086,85,72
2024-06-14 22:02:48.630,netflow_logger_1,UDP,10.20.30.216,10387,83.93.118.249,80,89491,318869,60,213
2024-06-14 22:02:48.731,netflow_logger_1,UDP,10.20.30.134,51596,141.224.219.226,443,277708,287974,186,192
2024-06-14 22:02:48.832,netflow_logger_1,TCP,10.20.30.189,47627,133.87.53.125,443,198562,140529,133,94
2024-06-14 22:02:48.933,netflow_logger_1,TCP,dabf:20d2:80b2:eccd:6e17:fa65:eb48:9d49,19997,dcb3:aa4c:8e14:548f:6ef6:ad31:b2c1:3d04,443,157625,299238,106,200
2024-06-14 22:02:49.033,netflow_logger_1,TCP,10.20.30.152,31070,175.161.13.39,443,226714,19722,152,14
2024-06-14 22:02:49.134,netflow_logger_1,TCP,10.20.30.201,54240,87.47.78.139,443,75317,130117,51,87
2024-06-14 22:02:49.235,netflow_logger_1,TCP,d4dd:a1c4:24da:5f13:2e23:78f9:2a98:d06b,46519,c070:5512:a5a2:35d4:8f7a:3234:3a55:836d,443,370662,292016,248,195
2024-06-14 22:02:49.336,netflow_logger_1,TCP,10.20.30.106,58134,143.192.13.120,143,35852,9024,24,7
2024-06-14 22:02:49.436,netflow_logger_1,TCP,10.20.30.48,47594,16.83.235.57,143,306050,3556,205,3
2024-06-14 22:02:49.537,netflow_logger_1,TCP,10.20.30.32,35196,97.198.109.46,80,401337,269958,268,180
2024-06-14 22:02:49.638,netflow_logger_1,TCP,10.20.30.173,23915,63.51.123.51,80,149471,373111,100,249
2024-06-14 22:02:49.739,netflow_logger_1,UDP,10.20.30.151,25792,181.252.87.68,443,100005,314250,67,210
2024-06-14 22:02:49.840,netflow_logger_1,TCP,10.20.30.196,11908,96.237.126.151,443,396739,348916,265,233
2024-06-14 22:02:49.941,netflow_logger_1,TCP,10.20.30.69,42750,100.26.4.166,443,175486,156744,117,105
2024-06-14 22:02:50.042,netflow_logger_1,TCP,10.20.30.17,56068,253.165.133.214,443,442362,35409,295,24
2024-06-14 22:02:50.142,netflow_logger_1,TCP,10.20.30.73,38367,5.133.171.175,80,237952,339608,159,227
2024-06-14 22:02:50.243,netflow_logger_1,TCP,10.20.30.33,40789,112.202.78.224,80,226579,297001,152,199
2024-06-14 22:02:50.344,netflow_logger_1,TCP,10.20.30.201,30771,164.27.66.249,80,402539,236375,269,158
2024-06-14 22:02:50.446,netflow_logger_1,TCP,10.20.30.55,62750,152.182.20.111,80,188030,49144,126,33
2024-06-14 22:02:50.547,netflow_logger_1,TCP,10.20.30.146,17129,111.21.53.108,443,420714,288775,281,193
2024-06-14 22:02:50.648,netflow_logger_1,TCP,232a:7d71:b20a:792a:d450:f93c:e01:f758,15090,84c0:656b:8b0f:c259:dd0c:d23b:2d2d:6f61,443,325409,313633,217,210
2024-06-14 22:02:50.748,netflow_logger_1,TCP,10.20.30.93,28695,49.36.139.132,443,144586,140384,97,94
2024-06-14 22:02:50.849,netflow_logger_1,TCP,10.20.30.79,56853,102.141.48.88,80,285869,86135,191,58
2024-06-14 22:02:50.949,netflow_logger_1,TCP,10.20.30.209,18893,18.52.39.215,443,285785,302607,191,202
2024-06-14 22:02:51.050,netflow_logger_1,TCP,10.20.30.165,28352,16.38.37.15,443,318553,291564,213,195
2024-06-14 22:02:51.151,netflow_logger_1,TCP,10.20.30.39,14643,146.42.23.68,443,379225,282622,253,189
2024-06-14 22:02:51.252,netflow_logger_1,TCP,10.20.30.202,25780,44.124.37.65,443,264466,42821,177,29
2024-06-14 22:02:51.353,netflow_logger_1,TCP,85a1:1934:6059:6c67:9ce8:f3ef:cad9:e154,55799,8d90:4dd2:2fb2:ae1f:43c8:c630:e1a8:71e9,443,13950,340346,10,227
2024-06-14 22:02:51.453,netflow_logger_1,TCP,10.20.30.82,36822,36.236.218.231,443,327681,332459,219,222
2024-06-14 22:02:51.555,netflow_logger_1,TCP,10.20.30.111,33787,42.28.9.18,443,166936,387986,112,259
2024-06-14 22:02:51.656,netflow_logger_1,TCP,10.20.30.209,13350,112.68.141.138,443,431620,346030,288,231
2024-06-14 22:02:51.757,netflow_logger_1,TCP,389:21f6:c6a7:eef9:996:2821:6d3f:a63e,56605,1eab:709e:60df:45a5:9d00:4431:bca8:e3a4,80,169769,171066,114,115
2024-06-14 22:02:51.857,netflow_logger_1,TCP,10.20.30.123,30606,6.252.133.49,443,439735,103663,294,70
2024-06-14 22:02:51.958,netflow_logger_1,TCP,10.20.30.36,43982,141.227.190.81,22,28192,98510,19,66
2024-06-14 22:02:52.059,netflow_logger_1,TCP,10.20.30.133,10679,38.209.158.128,443,316722,121395,212,81
2024-06-14 22:02:52.160,netflow_logger_1,UDP,10.20.30.30,40986,6.47.176.195,25,332324,3160,222,3
2024-06-14 22:02:52.261,netflow_logger_1,TCP,9d19:438a:8460:c249:1f4e:4212:3937:5228,56448,8838:1bc:bb5c:4cd6:a95b:f093:dfa0:6296,443,464097,90746,310,61
2024-06-14 22:02:52.361,netflow_logger_1,TCP,10.20.30.127,39130,24.133.245.135,443,153416,259774,103,174
2024-06-14 22:02:52.462,netflow_logger_1,TCP,10.20.30.158,55680,223.177.123.113,443,376654,147345,252,99
2024-06-14 22:02:52.562,netflow_logger_1,TCP,d396:d8f9:c04e:9a6a:5af0:eda2:3b78:c7b3,36709,8364:b6dc:5c84:5948:a672:929d:fb1c:3928,80,446203,359176,298,240
2024-06-14 22:02:52.663,netflow_logger_1,TCP,10.20.30.211,16809,177.221.228.145,443,106207,143937,71,96
2024-06-14 22:02:52.764,netflow_logger_1,TCP,10.20.30.201,19098,75.77.109.56,443,152062,68729,102,46
2024-06-14 22:02:52.865,netflow_logger_1,TCP,10.20.30.193,44039,160.121.25.48,25,72286,5396,49,4
2024-06-14 22:02:52.966,netflow_logger_1,UDP,10.20.30.189,26234,241.117.136.89,80,372240,177207,249,119
2024-06-14 22:02:53.067,netflow_logger_1,ICMP,10.20.30.15,0,52.207.158.176,0,2335,941,2,1
2024-06-14 22:02:53.168,netflow_logger_1,TCP,10.20.30.221,50351,211.141.95.229,443,163163,99130,109,67
2024-06-14 22:02:53.268,netflow_logger_1,UDP,10.20.30.3,56580,186.178.171.81,443,255352,338038,171,226
2024-06-14 22:02:53.369,netflow_logger_1,TCP,10.20.30.23,13611,32.249.85.35,53,250414,350,167,1
2024-06-14 22:02:53.470,netflow_logger_1,UDP,10.20.30.169,47216,200.145.21.33,443,161336,89689,108,60
2024-06-14 22:02:53.571,netflow_logger_1,TCP,10.20.30.142,61740,63.218.31.247,443,133106,257281,89,172
2024-06-14 22:02:53.672,netflow_logger_1,TCP,10.20.30.47,12627,137.122.178.26,80,230238,319936,154,214
2024-06-14 22:02:53.772,netflow_logger_1,TCP,10.20.30.112,55767,241.75.250.191,443,446033,218117,298,146
2024-06-14 22:02:53.873,netflow_logger_1,TCP,eb40:58df:8410:3d7b:35f1:85d0:30f2:1a9c,49324,a4e:6b35:8998:60b1:bcbe:4926:a6c3:92f,443,278083,93530,186,63
2024-06-14 22:02:53.973,netflow_logger_1,TCP,e3ff:a8d1:f24a:87eb:13bc:f3fe:7b6c:edb8,48716,c141:a093:776d:8fc4:80e6:33b9:4ff:cb,80,18232,328364,13,219
2024-06-14 22:02:54.074,netflow_logger_1,TCP,cc27:14b5:e6df:c44d:dc74:9620:efeb:c4a8,42237,2f82:d2c9:54df:cf61:4127:7d3f:b448:e860,443,274659,343751,184,230
2024-06-14 22:02:54.175,netflow_logger_1,TCP,cfa9:5c21:d53d:498:aecd:5ab6:8778:44d5,46017,f9ba:33fa:ab1:6cd9:bd83:edb4:57bf:fff6,443,5660,332737,4,222
2024-06-14 22:02:54.276,netflow_logger_1,UDP,c8e5:f7b9:e5e2:b85c:5eae:4fc2:fb42:c188,10071,3df8:f5af:6910:26b9:ac14:d3ee:e7b9:9ecc,443,315990,288764,211,193
2024-06-14 22:02:54.376,netflow_logger_1,ICMP,10.20.30.174,0,143.182.71.83,0,808,736,1,1
2024-06-14 22:02:54.477,netflow_logger_1,TCP,10.20.30.180,16830,105.185.155.61,80,7872,256206,6,171
2024-06-14 22:02:54.578,netflow_logger_1,TCP,10.20.30.14,26911,217.241.42.5,443,333268,2262,223,2
2024-06-14 22:02:54.679,netflow_logger_1,TCP,10.20.30.228,58423,2.3.49.241,443,477063,187445,319,125
2024-06-14 22:02:54.779,netflow_logger_1,TCP,10.20.30.61,48123,83.52.206.71,443,32487,154854,22,104
2024-06-14 22:02:54.880,netflow_logger_1,TCP,10.20.30.142,42395,20.92.123.182,443,345102,390764,231,261
2024-06-14 22:02:54.981,netflow_logger_1,TCP,10.20.30.203,29202,89.132.144.245,443,112818,360059,76,241
2024-06-14 22:02:55.082,netflow_logger_1,TCP,7612:2ee3:b137:9d5c:1dee:24ef:5b48:65fd,63410,69:9ecb:60ca:f8ff:114:7748:4b9b:218c,443,94981,44500,64,30
2024-06-14 22:02:55.183,netflow_logger_1,TCP,e62a:b1f8:8dc9:ceee:e27b:8c4:accf:df9c,22268,98ae:4453:2d67:c22a:24bd:8a46:9f29:a850,80,499236,311656,333,208
2024-06-14 22:02:55.284,netflow_logger_1,UDP,10.20.30.0,42179,83.215.180.41,443,81649,290837,55,194
2024-06-14 22:02:55.385,netflow_logger_1,UDP,5729:ce5:de0b:427a:77d:c24d:87a4:b088,36494,95f6:aebb:14c0:f006:3f0b:74fd:bd72:539,80,31311,167788,21,112
2024-06-14 22:02:55.486,netflow_logger_1,ICMP,10.20.30.193,0,16.205.221.127,0,3719,1888,3,2
2024-06-14 22:02:55.586,netflow_logger_1,UDP,10.20.30.231,26914,213.115.149.29,443,361848,155755,242,104
2024-06-14 22:02:55.687,netflow_logger_1,TCP,10.20.30.116,15165,10.235.82.243,443,396911,31571,265,22
2024-06-14 22:02:55.788,netflow_logger_1,TCP,10.20.30.173,51206,90.28.160.26,443,256609,313704,172,210
2024-06-14 22:02:55.889,netflow_logger_1,TCP,10.20.30.127,33885,38.154.229.142,443,357597,133973,239,90
2024-06-14 22:02:55.989,netflow_logger_1,ICMP,10.20.30.143,0,0.123.117.82,0,1118,3189,1,3
2024-06-14 22:02:56.090,netflow_logger_1,TCP,bfc7:1b24:b341:90d5:7348:13af:9b98:d079,52930,8172:d370:b03b:a54f:f284:1d16:4667:cecc,443,108807,324096,73,217
2024-06-14 22:02:56.191,netflow_logger_1,UDP,10.20.30.86,54525,38.42.192.108,443,471994,237998,315,159
2024-06-14 22:02:56.291,netflow_logger_1,TCP,10.20.30.163,11000,53.23.148.250,443,480199,341652,321,228
2024-06-14 22:02:56.392,netflow_logger_1,TCP,10.20.30.170,54824,245.115.144.142,443,293405,34781,196,24
2024-06-14 22:02:56.493,netflow_logger_1,TCP,10.20.30.219,32123,146.139.101.117,443,421386,54654,281,37
2024-06-14 22:02:56.594,netflow_logger_1,ICMP,ac7b:393c:4557:40f6:ef58:5ffd:f559:be8c,0,4c8c:648e:4b8d:b638:9a6:3118:e4b:3ad2,0,2824,3892,2,3
2024-06-14 22:02:56.695,netflow_logger_1,UDP,10.20.30.65,28356,51.53.206.1,80,401418,174245,268,117
2024-06-14 22:02:56.796,netflow_logger_1,UDP,22df:c273:a010:8e8f:ff7f:4d74:aaae:694c,10244,21e6:e498:65f1:bd0d:e016:63f2:197:d9bd,443,181677,255042,122,171
2024-06-14 22:02:56.897,netflow_logger_1,ICMP,10.20.30.213,0,211.18.116.152,0,2245,2046,2,2
2024-06-14 22:02:56.997,netflow_logger_1,TCP,10.20.30.132,45726,219.123.175.174,443,216148,317283,145,212
2024-06-14 22:02:57.098,netflow_logger_1,TCP,90bc:8278:3aa4:fa1:ae7b:ae52:5dba:3a2d,33203,9ff5:bd3e:a454:3114:912a:f6e8:9e6f:f96f,443,234378,260558,157,174
2024-06-14 22:02:57.199,netflow_logger_1,UDP,10.20.30.191,24348,2.175.33.16,80,407019,71868,272,48
2024-06-14 22:02:57.300,netflow_logger_1,TCP,10.20.30.234,64772,111.82.71.128,443,266607,32970,178,22
2024-06-14 22:02:57.400,netflow_logger_1,TCP,10.20.30.19,50050,8.179.201.209,443,24219,351949,17,235
2024-06-14 22:02:57.501,netflow_logger_1,TCP,10.20.30.227,47181,15.52.199.16,80,228517,81698,153,55
2024-06-14 22:02:57.602,netflow_logger_1,TCP,10.20.30.21,63341,154.181.38.32,443,108948,94904,73,64
2024-06-14 22:02:57.703,netflow_logger_1,TCP,e023:95c0:df45:77da:7863:45a1:49ce:8ca7,29011,1506:6992:988e:3fb0:2115:677c:f535:4278,443,380567,60513,254,41
2024-06-14 22:02:57.803,netflow_logger_1,TCP,10.20.30.247,44636,247.80.192.179,443,390514,13928,261,10
2024-06-14 22:02:57.904,netflow_logger_1,TCP,10.20.30.177,45425,45.42.106.200,443,401761,278912,268,186
2024-06-14 22:02:58.005,netflow_logger_1,UDP,10.20.30.204,31607,167.189.10.29,443,51209,268573,35,180
2024-06-14 22:02:58.106,netflow_logger_1,UDP,10.20.30.198,22244,90.181.11.175,443,302162,157194,202,105
2024-06-14 22:02:58.206,netflow_logger_1,TCP,10.20.30.98,60698,135.86.117.12,443,392833,97318,262,65
2024-06-14 22:02:58.307,netflow_logger_1,TCP,931e:6a0c:f681:5655:bac6:4b0c:a431:5043,19368,5305:18e6:69b:276c:7206:4944:6d5c:980c,443,432491,375009,289,251
2024-06-14 22:02:58.408,netflow_logger_1,TCP,10.20.30.115,11883,242.224.193.27,80,48158,254885,33,170
2024-06-14 22:02:58.509,netflow_logger_1,TCP,706a:6772:2414:84ca:1cda:124d:a38d:25a3,59505,e136:c32c:d368:920a:690e:2de7:cb83:8af0,80,329914,295831,220,198
2024-06-14 22:02:58.609,netflow_logger_1,TCP,d416:f478:83f2:147a:119c:be84:5329:185f,20841,588:e8ee:247e:b254:dc73:a764:141b:8117,443,498909,70700,333,48
2024-06-14 22:02:58.710,netflow_logger_1,TCP,10.20.30.225,10553,174.221.246.64,443,192535,146759,129,98
2024-06-14 22:02:58.811,netflow_logger_1,TCP,10.20.30.147,40549,197.136.55.73,443,201373,12619,135,9
2024-06-14 22:02:58.912,netflow_logger_1,TCP,1b54:b6ce:b588:e50:2b47:d52d:ec59:8408,33250,1ebd:e108:dda5:3b:72c8:a8a8:3714:3f8d,443,409337,134092,273,90
2024-06-14 22:02:59.013,netflow_logger_1,TCP,70a2:4d40:16b8:a3f2:63cf:5572:41b4:5f49,17567,41d9:989:d735:cd04:2dd7:654c:3507:5fd6,443,77034,2248,52,2
2024-06-14 22:02:59.114,netflow_logger_1,TCP,10.20.30.49,29644,237.110.5.131,25,81376,7336,55,5
2024-06-14 22:02:59.215,netflow_logger_1,UDP,10.20.30.159,59830,162.138.247.29,443,477856,116256,319,78
2024-06-14 22:02:59.316,netflow_logger_1,TCP,dbde:9954:e482:91af:1ba7:a2b8:ebc7:629b,47556,49a5:cece:71ef:e562:559d:5a6a:f03f:4567,443,194753,228988,130,153
2024-06-14 22:02:59.417,netflow_logger_1,TCP,10.20.30.151,18315,254.162.183.25,80,167374,259370,112,173
2024-06-14 22:02:59.517,netflow_logger_1,UDP,6db1:a37e:4cf5:e651:4103:7bff:777:ae94,20498,605b:feec:1bb8:f171:7eb6:25c5:aa33:82dd,443,394262,303145,263,203
2024-06-14 22:02:59.618,netflow_logger_1,UDP,17aa:18:b9ac:a719:54e7:a32d:2c6:d0a8,36788,15c4:cd6a:1222:4e12:ab82:4dc2:92de:cd30,25,350760,7530,234,6
2024-06-14 22:02:59.718,netflow_logger_1,UDP,1a4c:573f:90eb:721e:9ac:6d51:7bd2:a66c,46181,405d:3495:8176:5749:bee1:abff:be2b:add5,443,404765,9577,270,7
2024-06-14 22:02:59.819,netflow_logger_1,TCP,10.20.30.97,21903,39.7.18.156,443,247140,220195,165,147
2024-06-14 22:02:59.920,netflow_logger_1,TCP,10.20.30.164,56755,102.242.120.121,80,337403,29370,225,20
2024-06-14 22:03:00.021,netflow_logger_1,UDP,10.20.30.166,27475,1.112.229.21,22,20579,55271,14,37
2024-06-14 22:03:00.121,netflow_logger_1,UDP,10.20.30.247,11808,139.113.163.78,443,370994,302936,248,202
2024-06-14 22:03:00.222,netflow_logger_1,TCP,10.20.30.164,15886,44.172.15.220,25,231114,19395,155,13
2024-06-14 22:03:00.323,netflow_logger_1,UDP,10.20.30.30,30544,150.243.196.173,443,182589,373793,122,250
2024-06-14 22:03:00.424,netflow_logger_1,TCP,fb9e:9818:91e:300c:b532:6b21:6e08:57d6,47114,c6ef:ca4:755a:38eb:9b92:adee:d7f7:ba7a,443,64365,167195,43,112
2024-06-14 22:03:00.524,netflow_logger_1,UDP,10.20.30.195,32270,204.154.0.64,443,418174,332006,279,222
2024-06-14 22:03:00.625,netflow_logger_1,TCP,10.20.30.99,31954,55.12.158.192,143,477324,4823,319,4
2024-06-14 22:03:00.726,netflow_logger_1,UDP,10.20.30.116,18759,86.171.166.67,443,409500,331665,273,222
2024-06-14 22:03:00.826,netflow_logger_1,UDP,10.20.30.120,41856,190.171.37.215,80,484359,113332,323,76
2024-06-14 22:03:00.927,netflow_logger_1,TCP,10.20.30.84,49321,224.79.201.121,443,257006,24730,172,17
2024-06-14 22:03:01.028,netflow_logger_1,TCP,10.20.30.105,46298,115.151.175.77,443,239109,136060,160,91
2024-06-14 22:03:01.129,netflow_logger_1,TCP,10.20.30.3,61715,67.215.8.98,25,359164,6441,240,5
2024-06-14 22:03:01.230,netflow_logger_1,TCP,10.20.30.33,62538,109.132.138.231,443,386948,279149,258,187
2024-06-14 22:03:01.331,netflow_logger_1,TCP,10.20.30.203,61983,243.51.193.38,80,496583,281597,332,188
2024-06-14 22:03:01.431,netflow_logger_1,TCP,1adb:1867:ded7:d678:a6c8:b9a8:f0ac:7dc0,24902,ee91:aa11:b00d:d598:8874:fac7:7526:4b99,80,185982,36498,124,25
2024-06-14 22:03:01.532,netflow_logger_1,TCP,10.20.30.167,15947,166.222.22.53,443,83129,378944,56,253
2024-06-14 22:03:01.633,netflow_logger_1,TCP,10.20.30.216,22413,247.150.6.10,80,73928,370015,50,247
2024-06-14 22:03:01.734,netflow_logger_1,TCP,b647:a66f:5141:485:fd95:797c:f5ca:5a60,54923,48e5:3940:d0e9:d7c6:d0c8:6061:8a85:7848,443,274251,9543,183,7
2024-06-14 22:03:01.835,netflow_logger_1,TCP,10.20.30.139,46157,93.90.201.207,25,48916,15762,33,11
2024-06-14 22:03:01.935,netflow_logger_1,UDP,10.20.30.148,64704,50.207.219.119,22,467066,14921,312,10
2024-06-14 22:03:02.036,netflow_logger_1,TCP,10.20.30.170,57500,173.97.196.75,443,425581,143929,284,96
2024-06-14 22:03:02.137,netflow_logger_1,UDP,10.20.30.215,36146,244.206.4.7,80,141764,211682,95,142
2024-06-14 22:03:02.238,netflow_logger_1,TCP,10.20.30.71,48853,123.221.22.140,53,291680,290,195,1
2024-06-14 22:03:02.339,netflow_logger_1,TCP,10.20.30.97,42701,208.95.52.158,443,130970,71772,88,48
